"SYSTEM", "1", "SYSTEM", "System Start", " "
"main", "338", "SYSTEM", "Method Exit", " returner=RW_Semaphore#main:1, value=<void>"
"Thread-9", "339", "SYSTEM", "Variable Write", " context=Reader:5#run:5, i=0"
"Thread-9", "340", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "341", "SYSTEM", "Field Read", " context=Reader:4, d"
"Thread-4", "342", "SYSTEM", "Method Call", " caller=Writer:5#run:5, target=Database:1#request_write:5"
"Thread-4", "343", "SYSTEM", "Method Entered", " "
"Thread-4", "344", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "345", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "346", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "347", "SYSTEM", "Field Read", " context=Reader:5, d"
"Thread-8", "348", "SYSTEM", "Method Call", " caller=Reader:4#run:4, target=Database:1#request_read:4"
"Thread-8", "349", "SYSTEM", "Method Entered", " "
"Thread-8", "350", "SYSTEM", "Line Step", " <source unavailable>"
"main", "351", "SYSTEM", "Method Returned", " "
"main", "352", "SYSTEM", "Thread End", " "
"Thread-4", "353", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "354", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "355", "SYSTEM", "Method Call", " caller=Reader:5#run:5, target=Database:1#request_read:5"
"Thread-9", "356", "SYSTEM", "Method Entered", " "
"Thread-9", "357", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "358", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "359", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-9", "360", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "361", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "362", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "363", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "364", "SYSTEM", "Method Exit", " returner=Database:1#request_write:1, value=<void>"
"Thread-5", "365", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "366", "SYSTEM", "Method Returned", " "
"Thread-0", "367", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "368", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "369", "SYSTEM", "Field Read", " context=Writer:1, d"
"Thread-5", "370", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "371", "SYSTEM", "Field Read", " context=Writer:1, x"
"Thread-5", "372", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "373", "SYSTEM", "Method Call", " caller=Writer:1#run:1, target=Database:1#write:1"
"Thread-0", "374", "SYSTEM", "Method Entered", " "
"Thread-0", "375", "SYSTEM", "Variable Write", " context=Database:1#write:1, x=1"
"Thread-0", "376", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "377", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "378", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "379", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-5", "380", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "381", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "382", "SYSTEM", "Field Write", " context=Database:1, data=1"
"Thread-5", "383", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "384", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "385", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "386", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-6", "387", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "388", "SYSTEM", "Method Exit", " returner=Database:1#write:1, value=<void>"
"Thread-0", "389", "SYSTEM", "Method Returned", " "
"Thread-0", "390", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "391", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "392", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "393", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "394", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-7", "395", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "396", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "397", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "398", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "399", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-1", "400", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-1", "401", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "402", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "403", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "404", "SYSTEM", "Field Write", " context=Database:1, ww=1"
"Thread-1", "405", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "406", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "407", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "408", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "409", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-2", "410", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-1", "411", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "412", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "413", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "414", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "415", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "416", "SYSTEM", "Field Write", " context=Database:1, ww=2"
"Thread-2", "417", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "418", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "419", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "420", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "421", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-3", "422", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-2", "423", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "424", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "425", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "426", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "427", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-3", "428", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-3", "429", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "430", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "431", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "432", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "433", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-4", "434", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-4", "435", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-4", "436", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "437", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "438", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "439", "SYSTEM", "Field Read", " context=Writer:1, d"
"Thread-4", "440", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-0", "441", "SYSTEM", "Method Call", " caller=Writer:1#run:1, target=Database:1#done_write:1"
"Thread-0", "442", "SYSTEM", "Method Entered", " "
"Thread-0", "443", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "444", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "445", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "446", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "447", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "448", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "449", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-8", "450", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-8", "451", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "452", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "453", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "454", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "455", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-9", "456", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-9", "457", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "458", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "459", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "460", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-5", "461", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "462", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-5", "463", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "464", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-5", "465", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "466", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "467", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-1", "468", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "469", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-1", "470", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "471", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-1", "472", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "473", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "474", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "475", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-1", "476", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "477", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "478", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "479", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "480", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-2", "481", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "482", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-2", "483", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "484", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-2", "485", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "486", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "487", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "488", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-2", "489", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "490", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "491", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "492", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "493", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-0", "494", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "495", "SYSTEM", "Field Write", " context=Database:1, w=0"
"Thread-0", "496", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "497", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-0", "498", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "499", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "500", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-3", "501", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "502", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "503", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "504", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "505", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "506", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "507", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "508", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "509", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "510", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "511", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "512", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "513", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "514", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "515", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "516", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "517", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "518", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "519", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "520", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "521", "SYSTEM", "Method Exit", " returner=Database:1#done_write:1, value=<void>"
"Thread-3", "522", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "523", "SYSTEM", "Method Returned", " "
"Thread-0", "524", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "525", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-0", "526", "SYSTEM", "Variable Write", " context=Writer:1#run:1, i=1"
"Thread-0", "527", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "528", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "529", "SYSTEM", "Field Read", " context=Writer:1, d"
"Thread-3", "530", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-0", "531", "SYSTEM", "Method Call", " caller=Writer:1#run:1, target=Database:1#request_write:6"
"Thread-0", "532", "SYSTEM", "Method Entered", " "
"Thread-0", "533", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "534", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "535", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "536", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "537", "SYSTEM", "Field Write", " context=Database:1, w=1"
"Thread-3", "538", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "539", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "540", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-3", "541", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "542", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "543", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "544", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "545", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "546", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "547", "SYSTEM", "Method Exit", " returner=Database:1#request_write:4, value=<void>"
"Thread-4", "548", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-3", "549", "SYSTEM", "Method Returned", " "
"Thread-3", "550", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "551", "SYSTEM", "Field Write", " context=Database:1, ww=2"
"Thread-3", "552", "SYSTEM", "Field Read", " context=Writer:4, d"
"Thread-4", "553", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "554", "SYSTEM", "Field Read", " context=Writer:4, x"
"Thread-4", "555", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-3", "556", "SYSTEM", "Method Call", " caller=Writer:4#run:4, target=Database:1#write:2"
"Thread-3", "557", "SYSTEM", "Method Entered", " "
"Thread-3", "558", "SYSTEM", "Variable Write", " context=Database:1#write:2, x=1000"
"Thread-3", "559", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "560", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-3", "561", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-4", "562", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "563", "SYSTEM", "Field Write", " context=Database:1, data=1001"
"Thread-4", "564", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-3", "565", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "566", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-3", "567", "SYSTEM", "Method Exit", " returner=Database:1#write:2, value=<void>"
"Thread-4", "568", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "569", "SYSTEM", "Method Returned", " "
"Thread-3", "570", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "571", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "572", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "573", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "574", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-6", "575", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-6", "576", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "577", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-6", "578", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "579", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "580", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "581", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-7", "582", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "583", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "584", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "585", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "586", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "587", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-8", "588", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "589", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "590", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "591", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "592", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-9", "593", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-9", "594", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "595", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "596", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "597", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "598", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-0", "599", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-0", "600", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "601", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "602", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "603", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-0", "604", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "605", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "606", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "607", "SYSTEM", "Field Read", " context=Database, s2"
